Temperature, WindSpeed, Event
0.698,0.098,0.000
0.734,0.129,0.000
0.725,0.227,0.000
0.725,0.291,0.000
0.725,0.387,0.000
0.734,0.420,0.000
0.734,0.291,0.000
0.734,0.356,0.000
0.725,0.258,0.000
0.714,0.258,0.000
0.693,0.291,0.000
0.675,0.291,0.000
0.662,0.193,0.000
0.662,0.162,0.000
0.662,0.129,0.000
0.652,0.129,0.000
0.652,0.098,0.000
0.656,0.000,0.000
0.652,0.129,0.000
0.642,0.000,0.000
0.642,0.098,0.000
0.642,0.000,0.000
0.652,0.000,0.000
0.682,0.129,0.000
0.725,0.098,0.000
0.744,0.258,0.000
0.753,0.291,0.000
0.734,0.356,0.000
0.734,0.322,0.000
0.734,0.387,0.000
0.734,0.387,0.000
0.734,0.291,0.000
0.734,0.356,0.000
0.714,0.356,0.000
0.704,0.322,0.000
0.682,0.356,0.000
0.662,0.258,0.000
0.662,0.193,0.000
0.662,0.129,0.000
0.662,0.129,0.000
0.662,0.129,0.000
0.662,0.000,0.000
0.652,0.098,0.000
0.652,0.000,0.000
0.652,0.000,0.000
0.662,0.000,0.000
0.673,0.098,0.000
0.693,0.129,0.000
0.725,0.098,0.000
0.765,0.000,0.000
0.744,0.227,0.000
0.753,0.322,0.000
0.744,0.356,0.000
0.744,0.322,0.000
0.744,0.356,0.000
0.734,0.356,0.000
0.734,0.387,0.000
0.714,0.387,0.000
0.693,0.291,0.000
0.682,0.258,0.000
0.673,0.322,0.000
0.673,0.193,0.000
0.662,0.129,0.000
0.662,0.162,0.000
0.662,0.129,0.000
0.652,0.129,0.000
0.652,0.162,0.000
0.642,0.000,0.000
0.652,0.098,0.000
0.652,0.000,0.000
0.673,0.000,0.000
0.693,0.000,0.000
0.725,0.098,0.000
0.753,0.000,0.000
0.744,0.291,0.000
0.744,0.291,0.000
0.744,0.291,0.000
0.744,0.356,0.000
0.744,0.387,0.000
0.725,0.356,0.000
0.725,0.420,0.000
0.714,0.451,0.000
0.704,0.387,0.000
0.682,0.291,0.000
0.662,0.291,0.000
0.652,0.322,0.000
0.652,0.258,0.000
0.652,0.129,0.000
0.652,0.098,0.000
0.652,0.098,0.000
0.652,0.098,0.000
0.649,0.000,0.000
0.642,0.098,0.000
0.642,0.098,0.000
0.642,0.129,0.000
0.673,0.098,0.000
0.682,0.162,0.000
0.704,0.227,0.000
0.725,0.258,0.000
0.725,0.356,0.000
0.714,0.291,0.000
0.725,0.322,0.000
0.714,0.322,0.000
0.714,0.356,0.000
0.704,0.291,0.000
0.704,0.356,0.000
0.674,0.387,0.000
0.654,0.322,0.000
0.652,0.291,0.000
0.636,0.322,0.000
0.622,0.193,0.000
0.627,0.129,0.000
0.622,0.258,0.000
0.617,0.227,0.000
0.613,0.162,0.667
0.613,0.129,0.000
0.613,0.000,0.000
0.621,0.000,0.000
0.618,0.227,0.667
0.624,0.000,0.667
0.633,0.098,0.667
0.636,0.193,0.667
0.645,0.291,0.667
0.665,0.227,0.000
0.693,0.322,0.000
0.693,0.356,0.000
0.682,0.356,0.000
0.704,0.387,0.000
0.704,0.387,0.000
0.682,0.420,0.000
0.662,0.451,0.000
0.652,0.451,0.000
0.652,0.420,0.000
0.654,0.387,0.000
0.642,0.356,0.000
0.642,0.193,0.000
0.642,0.129,0.000
0.633,0.227,0.000
0.640,0.227,0.000
0.642,0.162,0.000
0.642,0.000,0.000
0.633,0.098,0.000
0.656,0.000,0.000
0.675,0.000,0.000
0.712,0.000,0.000
0.693,0.291,0.000
0.673,0.322,0.000
0.673,0.227,0.000
0.673,0.485,0.000
0.682,0.451,0.000
0.682,0.451,0.000
0.673,0.420,0.000
0.682,0.227,0.000
0.673,0.387,0.000
0.673,0.098,0.000
0.682,0.000,0.000
0.682,0.258,0.000
0.662,0.162,0.000
0.673,0.193,0.000
0.673,0.098,0.000
0.673,0.162,0.000
0.673,0.000,0.000
0.682,0.000,0.000
0.682,0.129,0.000
0.673,0.098,0.000
0.673,0.000,0.000
0.682,0.000,0.000
0.714,0.162,0.000
0.714,0.162,0.000
0.734,0.258,0.000
0.714,0.258,0.000
0.744,0.387,0.000
0.753,0.322,0.000
0.753,0.420,0.000
0.753,0.580,0.000
0.744,0.420,0.000
0.734,0.451,0.000
0.714,0.356,0.000
0.714,0.387,0.000
0.714,0.420,0.000
0.704,0.227,0.000
0.704,0.129,0.000
0.693,0.162,0.000
0.693,0.227,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.704,0.098,0.000
0.725,0.000,0.000
0.744,0.162,0.000
0.753,0.193,0.000
0.774,0.162,0.000
0.785,0.227,0.000
0.774,0.258,0.000
0.753,0.387,0.000
0.725,0.356,0.000
0.714,0.387,0.000
0.714,0.322,0.000
0.725,0.227,0.000
0.714,0.258,0.000
0.693,0.258,0.000
0.693,0.258,0.000
0.693,0.193,0.000
0.682,0.193,0.000
0.682,0.162,0.000
0.682,0.129,0.000
0.682,0.098,0.000
0.673,0.000,0.000
0.673,0.098,0.000
0.673,0.162,0.000
0.673,0.098,0.000
0.682,0.000,0.000
0.704,0.000,0.000
0.734,0.162,0.000
0.753,0.193,0.000
0.785,0.227,0.000
0.765,0.291,0.000
0.753,0.322,0.000
0.753,0.356,0.000
0.753,0.291,0.000
0.753,0.227,0.000
0.785,0.193,0.000
0.741,0.387,0.333
0.826,0.162,0.000
0.856,0.162,0.000
0.725,0.356,0.000
0.704,0.356,0.000
0.683,0.451,0.000
0.679,0.387,0.000
0.682,0.322,0.000
0.673,0.098,0.000
0.673,0.000,0.000
0.682,0.098,0.000
0.693,0.000,0.000
0.693,0.162,0.000
0.714,0.098,0.000
0.693,0.322,0.000
0.704,0.098,0.000
0.714,0.193,0.000
0.714,0.258,0.000
0.765,0.258,0.000
0.734,0.291,0.000
0.734,0.322,0.000
0.725,0.356,0.000
0.744,0.322,0.000
0.734,0.258,0.000
0.704,0.258,0.000
0.693,0.291,0.000
0.682,0.291,0.000
0.679,0.291,0.000
0.682,0.162,0.000
0.673,0.129,0.000
0.682,0.162,0.000
0.682,0.000,0.000
0.673,0.162,0.000
0.662,0.193,0.333
0.682,0.098,0.000
0.682,0.098,0.000
0.673,0.227,0.000
0.673,0.291,0.000
0.673,0.258,0.000
0.682,0.258,0.000
0.693,0.227,0.000
0.725,0.162,0.000
0.734,0.291,0.000
0.765,0.258,0.000
0.744,0.420,0.000
0.753,0.387,0.000
0.744,0.387,0.000
0.725,0.451,0.000
0.714,0.451,0.000
0.693,0.356,0.000
0.680,0.387,0.000
0.673,0.322,0.000
0.662,0.193,0.000
0.659,0.258,0.000
0.642,0.193,0.000
0.654,0.227,0.000
0.642,0.193,0.000
0.652,0.129,0.000
0.642,0.162,0.000
0.642,0.098,0.000
0.642,0.098,0.000
0.642,0.098,0.000
0.652,0.000,0.000
0.662,0.129,0.000
0.674,0.162,0.000
0.682,0.227,0.000
0.703,0.258,0.000
0.704,0.356,0.000
0.704,0.387,0.000
0.693,0.485,0.000
0.704,0.387,0.000
0.682,0.420,0.000
0.688,0.485,0.000
0.662,0.549,0.000
0.654,0.515,0.000
0.642,0.322,0.000
0.642,0.193,0.000
0.633,0.291,0.000
0.633,0.258,0.000
0.636,0.193,0.000
0.633,0.162,0.000
0.633,0.000,0.000
0.636,0.000,0.000
0.642,0.000,0.000
0.642,0.129,0.000
0.642,0.000,0.000
0.652,0.000,0.000
0.662,0.000,0.000
0.674,0.129,0.000
0.704,0.227,0.000
0.703,0.227,0.000
0.714,0.356,0.000
0.714,0.258,0.000
0.714,0.420,0.000
0.714,0.356,0.000
0.704,0.420,0.000
0.675,0.387,0.000
0.662,0.322,0.000
0.652,0.356,0.000
0.642,0.227,0.000
0.642,0.258,0.000
0.642,0.193,0.000
0.642,0.162,0.000
0.642,0.098,0.000
0.652,0.098,0.000
0.652,0.129,0.000
0.642,0.129,0.000
0.652,0.098,0.000
0.652,0.193,0.000
0.652,0.193,0.000
0.652,0.227,0.000
0.652,0.162,0.000
0.662,0.129,0.000
0.673,0.193,0.000
0.682,0.258,0.000
0.693,0.291,0.000
0.704,0.322,0.000
0.704,0.356,0.000
0.704,0.356,0.000
0.682,0.356,0.000
0.674,0.322,0.000
0.662,0.322,0.000
0.662,0.258,0.000
0.652,0.258,0.000
0.652,0.258,0.000
0.652,0.129,0.000
0.652,0.098,0.000
0.652,0.129,0.000
0.652,0.129,0.000
0.652,0.098,0.000
0.652,0.129,0.000
0.652,0.129,0.000
0.652,0.162,0.000
0.652,0.162,0.000
0.652,0.000,0.000
0.652,0.193,0.000
0.652,0.129,0.000
0.662,0.129,0.000
0.673,0.162,0.000
0.693,0.322,0.000
0.714,0.356,0.000
0.693,0.322,0.000
0.693,0.258,0.000
0.682,0.356,0.000
0.673,0.258,0.000
0.662,0.291,0.000
0.642,0.291,0.000
0.642,0.227,0.000
0.652,0.162,0.000
0.652,0.098,0.000
0.652,0.129,0.000
0.652,0.098,0.000
0.652,0.000,0.000
0.652,0.098,0.000
0.652,0.162,0.000
0.652,0.098,0.000
0.652,0.000,0.000
0.652,0.129,0.000
0.652,0.129,0.000
0.652,0.129,0.000
0.662,0.000,0.000
0.682,0.000,0.000
0.693,0.162,0.000
0.714,0.387,0.000
0.722,0.322,0.000
0.713,0.387,0.000
0.714,0.322,0.000
0.704,0.322,0.000
0.688,0.291,0.000
0.688,0.322,0.000
0.673,0.258,0.000
0.673,0.258,0.000
0.673,0.258,0.000
0.662,0.193,0.000
0.673,0.258,0.000
0.673,0.129,0.000
0.673,0.162,0.000
0.673,0.162,0.000
0.673,0.193,0.000
0.673,0.129,0.000
0.673,0.129,0.000
0.682,0.000,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.693,0.162,0.000
0.704,0.129,0.000
0.714,0.258,0.000
0.704,0.258,0.000
0.704,0.291,0.000
0.725,0.322,0.000
0.704,0.387,0.000
0.714,0.485,0.000
0.693,0.451,0.000
0.673,0.420,0.000
0.673,0.258,0.000
0.673,0.387,0.000
0.673,0.258,0.000
0.662,0.227,0.000
0.662,0.258,0.000
0.662,0.227,0.000
0.652,0.322,0.000
0.642,0.258,0.000
0.642,0.129,0.000
0.649,0.258,0.000
0.652,0.162,0.000
0.660,0.162,0.000
0.673,0.193,0.000
0.682,0.000,0.000
0.704,0.162,0.000
0.725,0.322,0.000
0.734,0.356,0.000
0.725,0.356,0.000
0.734,0.387,0.000
0.744,0.387,0.000
0.725,0.485,0.000
0.704,0.451,0.000
0.693,0.356,0.000
0.682,0.420,0.000
0.673,0.356,0.000
0.673,0.356,0.000
0.673,0.356,0.000
0.662,0.322,0.000
0.673,0.162,0.000
0.652,0.227,0.000
0.652,0.227,0.000
0.642,0.258,0.000
0.633,0.258,0.000
0.633,0.162,0.000
0.642,0.000,0.000
0.682,0.098,0.000
0.693,0.193,0.000
0.704,0.291,0.000
0.714,0.322,0.000
0.714,0.322,0.000
0.714,0.356,0.000
0.725,0.451,0.000
0.714,0.420,0.000
0.704,0.387,0.000
0.704,0.420,0.000
0.693,0.387,0.000
0.682,0.387,0.000
0.673,0.322,0.000
0.662,0.291,0.000
0.662,0.322,0.000
0.662,0.291,0.000
0.652,0.193,0.000
0.642,0.129,0.000
0.642,0.129,0.000
0.642,0.129,0.000
0.642,0.098,0.000
0.642,0.000,0.000
0.642,0.162,0.000
0.645,0.162,0.000
0.654,0.129,0.000
0.693,0.129,0.000
0.704,0.162,0.000
0.725,0.258,0.000
0.725,0.356,0.000
0.734,0.420,0.000
0.725,0.451,0.000
0.734,0.451,0.000
0.725,0.356,0.000
0.714,0.356,0.000
0.704,0.356,0.000
0.693,0.291,0.000
0.673,0.258,0.000
0.673,0.227,0.000
0.673,0.162,0.000
0.682,0.162,0.000
0.673,0.162,0.000
0.673,0.129,0.000
0.662,0.129,0.000
0.662,0.098,0.000
0.662,0.098,0.000
0.662,0.000,0.000
0.652,0.000,0.000
0.662,0.162,0.000
0.693,0.098,0.000
0.704,0.162,0.000
0.714,0.129,0.000
0.725,0.258,0.000
0.734,0.387,0.000
0.753,0.322,0.000
0.744,0.387,0.000
0.744,0.420,0.000
0.744,0.451,0.000
0.744,0.420,0.000
0.714,0.485,0.000
0.714,0.387,0.000
0.714,0.356,0.000
0.704,0.291,0.000
0.682,0.227,0.000
0.682,0.162,0.000
0.682,0.162,0.000
0.682,0.129,0.000
0.682,0.098,0.000
0.673,0.098,0.000
0.673,0.098,0.000
0.673,0.000,0.000
0.662,0.000,0.000
0.682,0.162,0.000
0.704,0.098,0.000
0.734,0.098,0.000
0.744,0.258,0.000
0.765,0.258,0.000
0.753,0.356,0.000
0.753,0.356,0.000
0.765,0.420,0.000
0.765,0.485,0.000
0.753,0.549,0.000
0.734,0.549,0.000
0.725,0.451,0.000
0.704,0.420,0.000
0.693,0.515,0.000
0.682,0.258,0.000
0.673,0.193,0.000
0.673,0.162,0.000
0.662,0.162,0.000
0.662,0.129,0.000
0.662,0.000,0.000
0.652,0.000,0.000
0.652,0.098,0.000
0.652,0.098,0.000
0.652,0.000,0.000
0.659,0.129,0.000
0.665,0.000,0.000
0.682,0.193,0.000
0.700,0.193,0.000
0.734,0.193,0.000
0.744,0.258,0.000
0.744,0.322,0.000
0.744,0.356,0.000
0.734,0.322,0.000
0.734,0.291,0.000
0.725,0.356,0.000
0.714,0.322,0.000
0.704,0.291,0.000
0.682,0.322,0.000
0.673,0.227,0.000
0.673,0.129,0.000
0.673,0.162,0.000
0.673,0.098,0.000
0.662,0.000,0.000
0.679,0.098,0.000
0.673,0.000,0.000
0.682,0.098,0.000
0.673,0.227,0.000
0.673,0.000,0.000
0.673,0.162,0.000
0.682,0.227,0.000
0.693,0.162,0.000
0.723,0.000,0.000
0.753,0.000,0.000
0.744,0.356,0.000
0.744,0.356,0.000
0.753,0.322,0.000
0.744,0.356,0.000
0.734,0.356,0.000
0.734,0.356,0.000
0.725,0.356,0.000
0.704,0.387,0.000
0.693,0.356,0.000
0.673,0.291,0.000
0.662,0.227,0.000
0.662,0.193,0.000
0.662,0.129,0.000
0.652,0.098,0.000
0.674,0.000,0.000
0.673,0.098,0.000
0.682,0.098,0.000
0.682,0.000,0.000
0.682,0.129,0.000
0.682,0.162,0.000
0.693,0.000,0.000
0.725,0.000,0.000
0.727,0.000,0.000
0.734,0.291,0.000
0.744,0.258,0.000
0.734,0.356,0.000
0.725,0.387,0.000
0.744,0.387,0.000
0.725,0.451,0.000
0.714,0.387,0.000
0.714,0.387,0.000
0.693,0.356,0.000
0.682,0.291,0.000
0.673,0.291,0.000
0.665,0.291,0.000
0.660,0.227,0.000
0.652,0.193,0.000
0.662,0.227,0.000
0.662,0.291,0.000
0.652,0.162,0.000
0.652,0.162,0.000
0.652,0.162,0.000
0.652,0.162,0.000
0.652,0.129,0.000
0.662,0.000,0.000
0.684,0.000,0.000
0.704,0.193,0.000
0.714,0.291,0.000
0.725,0.322,0.000
0.725,0.291,0.000
0.725,0.356,0.000
0.734,0.322,0.000
0.734,0.356,0.000
0.725,0.387,0.000
0.714,0.322,0.000
0.704,0.387,0.000
0.682,0.291,0.000
0.673,0.258,0.000
0.673,0.258,0.000
0.673,0.227,0.000
0.662,0.227,0.000
0.673,0.162,0.000
0.662,0.129,0.000
0.662,0.098,0.000
0.662,0.000,0.000
0.662,0.000,0.000
0.662,0.000,0.000
0.682,0.098,0.000
0.684,0.129,0.000
0.707,0.000,0.333
0.729,0.098,1.000
0.796,0.258,0.000
0.856,0.291,0.000
0.796,0.356,0.000
0.774,0.098,0.000
0.707,0.098,0.000
0.707,0.129,0.333
0.682,0.098,0.333
0.682,0.193,0.333
0.693,0.227,0.333
0.714,0.129,0.000
0.725,0.129,0.000
0.744,0.129,0.000
0.744,0.098,0.000
0.753,0.000,0.000
0.765,0.193,0.000
0.765,0.227,0.000
0.765,0.129,0.000
0.744,0.098,0.000
0.744,0.000,0.000
0.734,0.098,0.000
0.753,0.098,0.000
0.796,0.129,0.000
0.836,0.129,0.000
0.865,0.129,0.000
0.865,0.258,0.000
0.845,0.356,0.000
0.836,0.420,0.000
0.826,0.420,0.000
0.836,0.356,0.000
0.845,0.356,0.000
0.796,0.322,0.333
0.785,0.227,0.333
0.765,0.098,0.333
0.765,0.162,0.333
0.765,0.193,0.000
0.765,0.258,0.000
0.785,0.291,0.000
0.774,0.356,0.000
0.765,0.356,0.000
0.753,0.291,0.000
0.753,0.129,0.000
0.753,0.098,0.000
0.753,0.129,0.000
0.765,0.098,0.000
0.765,0.162,0.000
0.765,0.162,0.000
0.785,0.227,0.000
0.796,0.258,0.000
0.805,0.291,0.000
0.817,0.227,0.000
0.836,0.227,0.000
0.843,0.129,0.000
0.817,0.387,0.000
0.785,0.356,0.000
0.785,0.322,0.000
0.753,0.356,0.000
0.734,0.291,0.667
0.729,0.322,0.667
0.717,0.258,0.667
0.707,0.193,0.667
0.704,0.098,0.000
0.707,0.098,0.667
0.709,0.000,0.000
0.704,0.098,0.000
0.693,0.098,0.000
0.693,0.129,0.000
0.693,0.098,0.000
0.693,0.098,0.667
0.693,0.193,0.667
0.693,0.162,0.667
0.693,0.227,0.667
0.703,0.162,0.000
0.725,0.162,0.000
0.734,0.258,0.000
0.753,0.258,0.000
0.765,0.356,0.000
0.766,0.356,0.000
0.765,0.356,0.000
0.765,0.420,0.000
0.753,0.451,0.000
0.741,0.451,0.000
0.725,0.356,0.000
0.727,0.291,0.000
0.713,0.258,0.000
0.713,0.162,0.000
0.714,0.258,0.000
0.709,0.098,0.000
0.693,0.227,0.000
0.693,0.162,0.000
0.693,0.193,0.000
0.679,0.227,0.000
0.677,0.227,0.000
0.679,0.227,0.000
0.693,0.129,0.000
0.704,0.162,0.000
0.713,0.193,0.000
0.734,0.227,0.000
0.765,0.291,0.000
0.753,0.322,0.000
0.774,0.451,0.000
0.785,0.420,0.000
0.774,0.485,0.000
0.765,0.485,0.000
0.753,0.451,0.000
0.734,0.451,0.000
0.725,0.258,0.000
0.714,0.356,0.000
0.704,0.291,0.000
0.704,0.258,0.000
0.693,0.193,0.000
0.693,0.129,0.000
0.704,0.098,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.704,0.000,0.000
0.707,0.000,0.000
0.714,0.098,0.000
0.704,0.129,0.000
0.714,0.193,0.000
0.714,0.193,0.000
0.725,0.162,0.000
0.744,0.129,0.000
0.753,0.227,0.000
0.771,0.227,0.000
0.765,0.356,0.000
0.765,0.420,0.000
0.753,0.485,0.000
0.744,0.420,0.000
0.734,0.451,0.000
0.725,0.322,0.000
0.714,0.258,0.000
0.714,0.258,0.000
0.704,0.129,0.000
0.704,0.193,0.000
0.693,0.162,0.000
0.693,0.162,0.000
0.693,0.162,0.000
0.679,0.129,0.000
0.682,0.129,0.000
0.682,0.000,0.000
0.684,0.000,0.000
0.698,0.098,0.000
0.714,0.162,0.000
0.727,0.098,0.000
0.751,0.129,0.000
0.774,0.291,0.000
0.774,0.291,0.000
0.774,0.420,0.000
0.765,0.387,0.000
0.774,0.420,0.000
0.753,0.420,0.000
0.753,0.387,0.000
0.734,0.291,0.000
0.725,0.420,0.000
0.714,0.291,0.000
0.704,0.258,0.000
0.704,0.193,0.000
0.714,0.000,0.000
0.704,0.129,0.000
0.693,0.000,0.000
0.704,0.129,0.000
0.704,0.098,0.000
0.693,0.098,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.725,0.000,0.000
0.744,0.098,0.000
0.774,0.193,0.000
0.785,0.258,0.000
0.785,0.291,0.000
0.785,0.322,0.000
0.805,0.387,0.000
0.785,0.387,0.000
0.796,0.387,0.000
0.785,0.356,0.000
0.765,0.387,0.000
0.744,0.356,0.000
0.734,0.227,0.000
0.725,0.193,0.000
0.714,0.227,0.000
0.725,0.098,0.000
0.725,0.129,0.000
0.714,0.162,0.000
0.714,0.291,0.000
0.704,0.227,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.682,0.129,0.000
0.681,0.098,0.000
0.704,0.129,0.000
0.714,0.129,0.000
0.744,0.193,0.000
0.753,0.258,0.000
0.765,0.258,0.000
0.753,0.387,0.000
0.765,0.356,0.000
0.765,0.387,0.000
0.753,0.451,0.000
0.744,0.420,0.000
0.725,0.420,0.000
0.704,0.356,0.000
0.704,0.291,0.000
0.693,0.258,0.000
0.693,0.322,0.000
0.693,0.291,0.000
0.693,0.129,0.000
0.693,0.000,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.704,0.000,0.000
0.704,0.193,0.000
0.693,0.162,0.000
0.693,0.000,0.000
0.714,0.098,0.000
0.714,0.129,0.000
0.737,0.000,0.000
0.765,0.322,0.000
0.765,0.322,0.000
0.765,0.356,0.000
0.753,0.356,0.000
0.753,0.356,0.000
0.753,0.356,0.000
0.744,0.451,0.000
0.744,0.356,0.000
0.725,0.356,0.000
0.707,0.356,0.000
0.693,0.291,0.000
0.682,0.258,0.000
0.693,0.162,0.000
0.693,0.162,0.000
0.682,0.129,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.693,0.129,0.000
0.693,0.000,0.000
0.704,0.098,0.000
0.732,0.098,0.000
0.765,0.162,0.000
0.765,0.291,0.000
0.765,0.322,0.000
0.753,0.322,0.000
0.753,0.387,0.000
0.753,0.387,0.000
0.753,0.356,0.000
0.753,0.387,0.000
0.744,0.387,0.000
0.725,0.322,0.000
0.714,0.356,0.000
0.704,0.291,0.000
0.702,0.322,0.000
0.688,0.227,0.000
0.679,0.227,0.000
0.682,0.162,0.000
0.673,0.193,0.000
0.673,0.129,0.000
0.673,0.129,0.000
0.673,0.098,0.000
0.673,0.129,0.000
0.673,0.227,0.000
0.665,0.098,0.000
0.682,0.098,0.000
0.714,0.162,0.000
0.718,0.193,0.000
0.734,0.291,0.000
0.744,0.322,0.000
0.753,0.420,0.000
0.744,0.420,0.000
0.753,0.420,0.000
0.734,0.451,0.000
0.725,0.356,0.000
0.714,0.356,0.000
0.704,0.291,0.000
0.707,0.356,0.000
0.693,0.258,0.000
0.693,0.258,0.000
0.693,0.193,0.000
0.693,0.129,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.693,0.193,0.000
0.693,0.162,0.000
0.704,0.193,0.000
0.704,0.193,0.000
0.725,0.227,0.000
0.734,0.258,0.000
0.765,0.356,0.000
0.765,0.322,0.000
0.774,0.387,0.000
0.765,0.387,0.000
0.753,0.356,0.000
0.744,0.322,0.000
0.744,0.356,0.000
0.734,0.291,0.000
0.714,0.227,0.000
0.714,0.291,0.000
0.714,0.162,0.000
0.704,0.193,0.000
0.714,0.098,0.000
0.714,0.129,0.000
0.707,0.162,0.000
0.704,0.162,0.000
0.704,0.098,0.000
0.693,0.162,0.000
0.693,0.098,0.000
0.693,0.129,0.000
0.704,0.129,0.000
0.704,0.000,0.000
0.714,0.098,0.000
0.742,0.098,0.000
0.756,0.227,0.000
0.774,0.322,0.000
0.774,0.356,0.000
0.765,0.322,0.000
0.765,0.420,0.000
0.765,0.420,0.000
0.744,0.420,0.000
0.734,0.420,0.000
0.725,0.356,0.000
0.707,0.387,0.000
0.693,0.227,0.000
0.682,0.258,0.000
0.682,0.227,0.000
0.682,0.162,0.000
0.682,0.162,0.000
0.682,0.098,0.000
0.682,0.162,0.000
0.682,0.129,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.693,0.162,0.000
0.698,0.162,0.000
0.734,0.162,0.000
0.737,0.098,0.000
0.753,0.291,0.000
0.744,0.356,0.000
0.753,0.356,0.000
0.753,0.322,0.000
0.765,0.322,0.000
0.765,0.322,0.000
0.744,0.356,0.000
0.725,0.322,0.000
0.714,0.291,0.000
0.707,0.291,0.000
0.714,0.129,0.000
0.714,0.129,0.000
0.704,0.129,0.000
0.704,0.129,0.000
0.704,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.707,0.000,0.000
0.704,0.000,0.000
0.725,0.000,0.000
0.732,0.129,0.000
0.751,0.162,0.000
0.765,0.258,0.000
0.774,0.322,0.000
0.774,0.356,0.000
0.765,0.322,0.000
0.753,0.420,0.000
0.753,0.356,0.000
0.744,0.356,0.000
0.734,0.387,0.000
0.725,0.420,0.000
0.714,0.258,0.000
0.714,0.162,0.000
0.714,0.129,0.000
0.714,0.129,0.000
0.714,0.098,0.000
0.704,0.098,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.693,0.000,0.000
0.682,0.098,0.000
0.693,0.098,0.000
0.714,0.000,0.000
0.734,0.162,0.000
0.774,0.098,0.000
0.765,0.258,0.000
0.765,0.322,0.000
0.753,0.420,0.000
0.746,0.387,0.000
0.756,0.322,0.000
0.765,0.451,0.000
0.753,0.387,0.000
0.753,0.387,0.000
0.734,0.485,0.000
0.714,0.258,0.000
0.725,0.162,0.000
0.725,0.098,0.000
0.725,0.162,0.000
0.704,0.162,0.000
0.693,0.162,0.000
0.693,0.000,0.000
0.693,0.098,0.000
0.693,0.000,0.000
0.682,0.000,0.000
0.682,0.098,0.000
0.693,0.098,0.000
0.725,0.129,0.000
0.744,0.098,0.000
0.774,0.098,0.000
0.805,0.258,0.000
0.796,0.356,0.000
0.785,0.356,0.000
0.785,0.485,0.000
0.796,0.580,0.000
0.796,0.451,0.000
0.785,0.485,0.000
0.765,0.549,0.000
0.734,0.485,0.000
0.725,0.420,0.000
0.725,0.322,0.000
0.725,0.227,0.000
0.734,0.162,0.000
0.714,0.000,0.000
0.704,0.000,0.000
0.693,0.129,0.000
0.682,0.098,0.000
0.682,0.098,0.000
0.693,0.000,0.000
0.675,0.000,0.000
0.704,0.000,0.000
0.725,0.129,0.000
0.765,0.162,0.000
0.805,0.000,0.000
0.765,0.356,0.000
0.796,0.193,0.000
0.796,0.291,0.000
0.774,0.356,0.000
0.796,0.258,0.000
0.785,0.549,0.000
0.774,0.420,0.000
0.753,0.420,0.000
0.734,0.291,0.000
0.725,0.227,0.000
0.704,0.193,0.000
0.714,0.162,0.000
0.704,0.162,0.000
0.693,0.129,0.000
0.693,0.162,0.000
0.714,0.000,0.000
0.693,0.000,0.000
0.704,0.000,0.000
0.693,0.129,0.000
0.693,0.000,0.000
0.693,0.098,0.000
0.714,0.098,0.000
0.744,0.000,0.000
0.744,0.258,0.000
0.765,0.227,0.000
0.753,0.227,0.000
0.744,0.227,0.000
0.744,0.322,0.000
0.744,0.420,0.000
0.753,0.322,0.000
0.753,0.356,0.000
0.725,0.322,0.000
0.714,0.258,0.000
0.693,0.258,0.000
0.693,0.193,0.000
0.693,0.387,0.000
0.682,0.227,0.000
0.679,0.193,0.000
0.693,0.162,0.000
0.682,0.129,0.000
0.682,0.098,0.000
0.693,0.193,0.000
0.693,0.162,0.000
0.693,0.098,0.000
0.693,0.162,0.000
0.704,0.227,0.000
0.714,0.162,0.000
0.744,0.227,0.000
0.744,0.227,0.000
0.774,0.291,0.000
0.765,0.420,0.000
0.753,0.291,0.000
0.753,0.387,0.000
0.744,0.387,0.000
0.732,0.451,0.000
0.727,0.451,0.000
0.693,0.387,0.000
0.682,0.387,0.000
0.679,0.258,0.000
0.673,0.227,0.000
0.673,0.129,0.000
0.673,0.129,0.000
0.693,0.129,0.000
0.693,0.162,0.000
0.682,0.000,0.000
0.682,0.000,0.000
0.682,0.129,0.000
0.682,0.000,0.000
0.693,0.162,0.000
0.704,0.162,0.000
0.707,0.162,0.000
0.725,0.000,0.000
0.753,0.291,0.000
0.753,0.356,0.000
0.753,0.387,0.000
0.753,0.451,0.000
0.744,0.420,0.000
0.734,0.420,0.000
0.725,0.420,0.000
0.714,0.451,0.000
0.704,0.356,0.000
0.693,0.356,0.000
0.682,0.322,0.000
